Hospital_name,Latitude,Longitude
Bệnh viện Đa khoa khu vực Bố Trạch,17.5892209,106.5193689
Trung tâm Y tế khu vực Quảng Trạch,17.8584361,106.433716
Bệnh viện Phổi tỉnh Quảng Trị,16.7910441,107.0901427
Bệnh viện Mắt Nam Quảng Trị,16.7950211,107.110313
Bệnh viện Y học cổ truyền và Phục hồi chức năng Nam Quảng Trị,17.0216145,107.1087626
Bệnh viện Đa khoa khu vực Vĩnh Linh,17.0739083,107.0092734
Trung tâm Y tế khu vực Gio Linh,16.9264341,107.0873113
Trung tâm Y tế khu vực Triệu Phong,16.7654251,107.1655497
Trung tâm Y tế khu vực Hải Lăng,16.7012436,107.2535005
Trung tâm Y tế khu vực Đakrông,16.6977142,106.8803432
Trung tâm Y tế huyện Đakrông - cơ sở 2,16.3950571,106.9879062
Trung tâm Y tế khu vực Triệu Phong - cơ sở 2,16.840553,107.1877118
Bệnh viện Y học cổ truyền tỉnh Thừa Thiên Huế,16.4806969,107.5634871
Bệnh viện Mắt Huế,16.4731061,107.6041137
Bệnh viện Răng Hàm Mặt Huế,16.4589498,107.5939899
Bệnh viện Tâm thần Huế,16.4639981,107.5602448
Bệnh viện Phổi Thừa Thiên Huế,16.4916864,107.5692378
Trung tâm Y tế Phú Xuân,16.45972,107.5637699
Trung tâm Y tế Phong Điền,16.5858159,107.3667163
Trung tâm Y tế Quảng Điền,16.5713377,107.51232
Trung tâm Y tế Hương Trà,16.5264212,107.4689864
Trung tâm Y tế Phú Vang,16.4452419,107.7089802
Trung tâm Y tế Hương Thuỷ,16.4086368,107.6882873
Trung tâm Y tế Phú Lộc - cơ sở Nam Đông,16.1693726,107.715081
Trung tâm Y tế A Lưới,16.2664012,107.2351611
Bệnh viện Ung bướu Đà Nẵng,16.0697057,108.1639233
Bệnh viện Y học cổ truyền thành phố Đà Nẵng (cơ sở 2),16.0660463,108.2220718
Bệnh viện Tâm thần thành phố Đà Nẵng,16.0795422,108.1459188
Bệnh viện Da liễu thành phố Đà Nẵng,16.0737867,108.1762198
Bệnh viện Đa khoa Nam Liên Chiểu,16.0557752,108.1621981
Trung tâm Y tế quận Hải Châu,16.0765046,108.2142367
Trung tâm Y tế quận Thanh Khê,16.0687125,108.1896135
Trung tâm Y tế quận Sơn Trà,16.0579051,108.2346537
Trung tâm Y tế quận Ngũ Hành Sơn,16.0083739,108.2571427
Trung tâm Y tế quận Cẩm Lệ,16.0098564,108.1951896
Trung tâm Y tế quận Liên Chiểu,16.0640276,108.1554429
Trung tâm Y tế huyện Hoà Vang,16.009734,108.1516407
Bệnh viện Phạm Ngọc Thạch Quảng Nam,15.5983206,108.4792161
Bệnh viện Tâm thần Quảng Nam,15.5992043,108.4800799
Bệnh viện Mắt Quảng Nam,15.6006719,108.4810964
Bệnh viện Da liễu Quảng Nam,15.5703509,108.4797345
Trung tâm Y tế thị xã Điện Bàn,15.8899508,108.2518361
Trung tâm Y tế thành phố Hội An,15.8805848,108.332732
Trung tâm Y tế huyện Duy Xuyên,15.8272048,108.2554638
Trung tâm Y tế huyện Thăng Bình,15.7361707,108.3487443
Trung tâm Y tế huyện Quế Sơn,15.6763708,108.2374733
Trung tâm Y tế huyện Nông Sơn,15.7180126,108.0601518
Trung tâm Y tế huyện Phước Sơn,15.4424372,107.7966812
Trung tâm Y tế huyện Nam Trà My,15.1514954,108.1121653
Trung tâm Y tế huyện Phú Ninh,15.5525686,108.418317
Bệnh viện Tâm thần - Cơ sở Lê Minh Xuân,10.7693286,106.5458486
Bệnh viện Đa khoa Tâm Anh,10.8024122,106.6662942
Trung tâm Y tế Quảng Ngãi,15.1177882,108.8131949
Bệnh viện Sản - Nhi tỉnh Quảng Ngãi,15.1201368,108.789826
Bệnh viện Y học cổ truyền tỉnh Quảng Ngãi,15.1203762,108.7891685
Bệnh viện Y học cổ truyền - Phục hồi chức năng Bình Thuận,10.9409376,108.1231309
Bệnh viện Tâm thần tỉnh Quảng Ngãi,15.1063161,108.7904633
Bệnh viện Lao và Bệnh phổi tỉnh Quảng Ngãi,15.1030479,108.7794526
Bệnh viện Nội tiết tỉnh Quảng Ngãi,15.1069205,108.8111938
Trung tâm Mắt tỉnh Quảng Ngãi,15.1118446,108.7871048
Trung tâm Y tế Bình Sơn,15.2950228,108.7580742
Trung tâm Y tế Sơn Tịnh,15.1524006,108.7844913
Trung tâm Y tế Tư Nghĩa,15.0887941,108.8175313
Trung tâm Y tế Mộ Đức,14.9884901,108.8760093
Trung tâm Y tế Ba Tơ,14.7672644,108.7298565
Trung tâm Y tế Nghĩa Hành,15.0418838,108.7747823
Trung tâm Y tế Minh Long,14.9334799,108.7051155
Trung tâm Y tế Trà Bồng,15.2564543,108.5198352
Trung tâm Y tế Sơn Hà,15.0421231,108.471703
Trung tâm Y tế Sơn Tây,14.9813914,108.3348996
Bệnh viện Y học cổ truyền và Phục hồi chức năng Quy Nhơn,13.7947713,109.1779608
Trung tâm Y tế Quy Nhơn,13.7747431,109.2374693
Bệnh viện Mắt tỉnh Gia Lai,13.7736829,109.2402522
Bệnh viện Lao và Bệnh phổi Quy Nhơn,13.7985807,109.1688847
Bệnh viện Tâm thần Quy Nhơn,13.7972991,109.1688284
Trung tâm Y tế Phù Mỹ,14.1701748,109.0479517
Trung tâm Y tế huyện An Lão,14.6118493,108.8873509
Trung tâm Y tế huyện Vân Canh,13.6208783,108.9985918
Bệnh viện Y dược cổ truyền - Phục hồi chức năng tỉnh Kon Tum (cơ sở 3),14.3399214,107.9742097
Trung tâm Điều trị và Nuôi dưỡng người bệnh tâm thần Kon Tum,14.351157,108.026795
hospital_TamTriNT stories 4,12.2125054,109.1950558
Bệnh viện Quốc tế Mỹ AIH,10.79377,106.7468051
Nhà hộ sinh Đống Đa,21.0169494,105.8332492
Trạm Y tế phường Dịch Vọng,21.0332587,105.793479
Bệnh viện Đa Khoa Huyện Tây Hòa,12.9991362,109.2394647
Trạm Y tế phường Bình Trưng Đông,10.7896008,106.7720079
Bệnh viện Mắt - Da liễu tỉnh Cà Mau,9.1728976,105.1601598
Bệnh viện Đa khoa khu vực Cà Mau,9.1804683,105.145586
Bệnh viện Chuyên khoa Tâm thần Cà Mau,9.296478,105.7584646
Bệnh viện Lao và Bệnh phổi Bạc Liêu,9.2967845,105.759088
Bệnh viện Mắt Đắk Lắk,12.6853068,108.0418187
Bệnh viện Đa khoa khu vực 333,12.8109307,108.5217284
Trung tâm Y tế huyện Tuy Đức,12.2125197,107.4769661
Bệnh viện Đa khoa huyện Cầu Ngang,9.7923269,106.4505047
Bệnh viện Đa khoa Huyện Krông Nô,12.4856427,107.8619135
Trung tâm Y tế Ia H'Drai,14.1216871,107.4562257
Bệnh viện Y Dược cổ truyền và Phục hồi chức năng tỉnh Gia Lai,13.9890496,108.0261058
Bệnh viện Lao và Bệnh phổi tỉnh Gia Lai,13.9992103,108.0558719
hospital_TamThanKinhGiaLai stories 3,13.9990155,108.0575788
Trung tâm Y tế thị xã An Khê,13.9600662,108.6745301
Trung tâm Y tế thị xã Ayun Pa,13.4039133,108.4255994
Bệnh viện 331,14.0303159,107.9907436
Bệnh viện Nhi tỉnh Gia Lai,13.9890986,108.0417604
Trung tâm Y tế Chư Păh,14.0958013,107.9726797
Trung tâm Y tế huyện Ia Grai,13.9650308,107.8429154
Trung tâm Y tế huyện Đức Cơ,13.8054895,107.6924674
Trung tâm Y tế huyện Đak Đoa,13.9954084,108.1093817
Trung tâm Y tế huyện Mang Yang,14.0340655,108.2486435
Trung tâm Y tế huyện Kbang,14.1414595,108.5995985
Trung tâm Y tế huyện Đak Pơ,13.9696847,108.550928
Trung tâm Y tế huyện Kông Chro,13.7739215,108.5285456
Trung tâm Y tế huyện Ia Pa,13.5304314,108.4594795
Trung tâm Y tế huyện Phú Thiện,13.5186088,108.3052679
Trung tâm Y tế huyện Krông Pa,13.1882942,108.6833831
Trung tâm Y tế huyện Chư Pưh,13.5668174,108.0930103
Trung tâm Y tế Xã Chư Sê,13.6954301,108.0811822
Trung tâm Y tế huyện Chư Prông,13.7618243,107.8886555
Bệnh viện Đa khoa Buôn Hồ,12.9111388,108.2687246
Trung tâm Y tế huyện Buôn Đôn,12.809576,107.8892039
Trung tâm Y tế huyện Ea Súp,13.075368,107.8885186
Trung tâm Y tế huyện Krông Ana,12.4783926,108.0356304
Trung tâm Y tế huyện Krông Bông,12.5144876,108.3381783
Trung tâm Y tế huyện Ea H'leo,13.2013423,108.2139552
Trung tâm Y tế huyện Krông Búk,13.0505434,108.2145402
Trung tâm Y tế huyện Krông Năng,12.9494751,108.3380401
Trung tâm Y tế huyện Cư M'gar,12.8201804,108.0738919
Trung tâm Y tế huyện M'Dắk,12.7547922,108.7382214
Trung tâm Y tế huyện Ea Kar,12.8051431,108.4496953
Trung tâm Y tế huyện Krông Pắc,12.7062049,108.3012816
Trung tâm Y tế huyện Cư Kuin,12.6266574,108.1273015
Trung tâm Y tế huyện Lắk,12.4055332,108.1888591
Trung tâm Y tế Huyện Đắk Mil,12.4360285,107.6148082
Bệnh viện Nhi Hà Nội,20.9621783,105.7440708
Trung Tâm Kiểm Soát Bệnh Tật tỉnh Quảng Trị,17.4846643,106.5712836
Bệnh viện Quân Dân y Miền Đông,10.8448592,106.7777477
Trung Tâm Y Tế Huyện Duyên Hải,9.6097195,106.4475694
Trung tâm Y tế huyện Sơn Hòa,13.0475418,108.9794671
Trạm Y Tế Xã Sơn Hà,13.0629972,109.0301221
Bệnh viện Đa khoa Sông Cầu,13.4619108,109.2236587
Bệnh viện Đa khoa khu vực Tiểu Cần,9.8093499,106.1857095
Bệnh viện Mắt Hà Nội (Cơ sở Hà Đông),20.9716065,105.7730029
Bệnh viện Đa khoa khu vực Cù Lao Minh,10.1211738,106.3135695
Bệnh viện Đại học Phenikaa,21.0387401,105.7520043
Bệnh viện Bưu điện,20.990462,105.831309
Bệnh viện Than - Khoáng sản,20.9887265,105.8393028
Trạm Y tế phường Phương Liễu,21.1602921,106.1260995
Trạm Y tế phường Bồng Lai,21.1260013,106.1576711
Phòng khám Đa khoa Hoàn Mỹ,21.1570949,106.1333168
Trạm Y tế phường Bằng An,21.1712008,106.1660437
Bệnh viện Đa khoa khu vực Mèo Vạc,23.1725036,105.4110755
Trạm Y tế phường Phù Chẩn,21.094283,105.9694159
Bệnh xá Công an tỉnh Bắc Ninh,21.1761097,106.0573483
Trạm Y Tế xã Thẳm Dương,22.0486086,104.112242
Trạm Y tế phường Vũ Ninh,21.189261,106.0807506
Bệnh viện Sức khoẻ Tâm thần tỉnh Bắc Ninh,21.1898271,106.0889369
Bệnh viện Quân y 15,14.038424,107.9768342
Bệnh viện Đa khoa Hồng Phúc,21.1679488,106.0460733
Trạm Y tế phường Trang Hạ,21.1200605,105.9529687
Trạm Y tế phường Châu Khê,21.1140789,105.9287852
Trạm Y tế phường Đại Xuân,21.1940041,106.1259773
Bệnh viện KUSUMI,20.9635258,105.9326261
Trung tâm Y tế khu vực Bảo Lâm,11.6192098,107.8393586
Phòng Y Tế Thị xã Quế Võ,21.1498669,106.153947
Trạm Y tế phường Nhân Hòa,21.1852892,106.1461534
Trạm Y tế phường Phượng Mao,21.1522661,106.1421954
Trạm Y tế phường Ninh Xá,21.1781881,106.0604329
Trạm Y tế xã Liên Bão,21.1261942,106.0289382
Trạm Y tế phường Vệ An,21.1847629,106.0625317
Trạm Y tế phường Khúc Xuyên,21.1829724,106.0435262
Trạm Y tế phường Tiền Ninh Vệ,21.1804689,106.0656926
Trạm Y tế phường Suối Hoa,21.1819987,106.0711993
Trạm Y tế xã Nội Duệ,21.1354062,106.008017
Bệnh Viện Đa Khoa Xuyên Á,10.9283804,106.5581117
Bệnh viện Y học cổ truyền Phạm Ngọc Thạch,11.9481144,108.4594477
Bệnh viện Sản - Nhi tỉnh Lâm Đồng,11.9730232,108.4344153
Trạm Y tế phường Việt Hùng,21.1472276,106.1673013
Trạm Y tế phường Hòa Long,21.2167351,106.0539794
Bệnh viện Bến Sắn,11.0454588,106.7449853
Trạm Y tế xã Phù Lãng,21.152271,106.2455639
area 09,21.0023669,105.9435612
Trạm Y tế phường Đại Phúc,21.1734792,106.0782557
Trạm Y tế phường Võ Cường,21.1681194,106.0484832
Bệnh viện Mắt Hà Nội - Đồng Nai,10.9436687,106.8590203
Trạm Y tế phường Đáp Cầu,21.2011424,106.1013209
Trạm Y tế phường Kim Chân,21.1937606,106.1079708
Trạm Y tế phường Vạn An,21.1942989,106.0471796
Trạm Y tế phường Khắc Niệm,21.1417023,106.0570501
Trung tâm Quân Dân Y Côn Đảo (mới),8.6932146,106.5996987
Bệnh viện Đa khoa Xuyên Á,10.2612388,105.9404921
Bệnh viện Đa khoa Thành phố Vĩnh Long,10.2612939,105.941658
Trung tâm Y tế huyện Cầu Kè,9.8688933,106.0540682
Bệnh viện Đa khoa tỉnh Quảng Ninh (cơ sở 2),21.0225973,106.9867113
Bệnh viện Đa khoa khu vực Quảng Yên,20.9387102,106.8316463
Bệnh viện Đa khoa khu vực Móng Cái (cơ sở 3),21.3531545,107.6014266
Bệnh viện Đa khoa khu vực Móng Cái (cơ sở 2),21.4489198,107.7520071
Bệnh viện Đa khoa khu vực Tiên Yên (cơ sở 2),21.2716714,107.2885923
Bệnh viện Đa khoa khu vực Tiên Yên (cơ sở 3),21.529363,107.4003629
Trạm Y tế xã Đức Long,21.1185945,106.276322
Trung tâm Y tế khu vực Bù Đăng,11.8044922,107.2293064
Bệnh Viện Răng Hàm Mặt Nghệ An,18.7102728,105.6769964
Bệnh viện Phụ sản Hà Nội (cơ sở 2),21.0110832,105.8602894
Bệnh viện Phụ sản Hà Nội (cơ sở 3),20.9721687,105.7765643
Bệnh Viện Hoàn Mỹ Vinh,18.6985043,105.6891326
Bệnh viện đa khoa Sài Gòn Nha Trang,12.2583221,109.1694482
Bệnh viện đa khoa tỉnh Cao Bằng - Khoa nội tiết,22.6572683,106.2651475
Chưa có tên,22.6575237,106.2654672
Bệnh viện Đa Khoa khu vực Cam Ranh,11.9205947,109.1452643
Bệnh viện Đại Học Nam Cần Thơ,10.0012067,105.7688101
Trạm y tế Mễ Trì,21.0117954,105.7757929
Trung tâm Y tế Phú Lộc - cơ sở Chân Mây,16.2825625,107.9383269
Trung tâm Y tế Kỳ Anh,18.1736024,106.222102
Bệnh viện Đa khoa khu vực Mường La,21.5074047,104.0184367
Trung tâm Y tế khu vực Việt Trì,21.3348803,105.3748921
Bệnh viện Xây dựng Việt Trì,21.3070025,105.4147726
Trung tâm Y tế Cát Hải,20.7351959,107.0427575
Trung tâm Y tế Dương Kinh,20.7954788,106.7040132
Trạm Y tế phường Quế Tân,21.1673709,106.1898061
Bệnh viện Y học cổ truyền Ninh Thuận,11.5832067,109.003822
Bệnh viện Lao và Bệnh phổi Ninh Thuận,11.5643965,108.9814738
Bệnh viện Đa khoa huyện Châu Thành,10.2579939,105.8634943
Bệnh viện Đa khoa Khánh Vĩnh,12.2822952,108.9187204
Bệnh xá Quân Y,10.2324047,105.9577332
Trung tâm Y tế Thuận Bắc,11.7103614,109.0558269
Trung tâm Y tế Tuy Phong,11.2293445,108.727998
Trạm Y tế phường Tam Sơn,21.1468655,105.9707744
Trạm Y tế phường Trí Quả,21.0462459,106.0302158
Trạm Y tế xã Việt Đoàn,21.1094224,106.0372549
Bệnh viện Đa khoa Tràng An,21.0256896,105.8353259
Trạm Y tế phường Đồng Nguyên,21.1274214,105.9728589
Bệnh viện đa khoa Yersin Nha Trang,12.2382514,109.1650726
Bệnh viện Đa khoa Hoàn Mỹ Cửu Long,10.0058173,105.7997438
Trạm Y tế phường Xuân Lâm,21.0245635,106.0198526
Trạm Y tế phường Song Hồ,21.0631663,106.0833823
Bệnh viện Đa khoa Ngã tư Hồ,21.0656937,106.0865916
Trạm Y tế xã Lạc Vệ,21.1225839,106.0813057
Trạm Y tế xã Mộ Đạo,21.1175221,106.1443232
Chưa có tên,20.942641,105.9481028
Trạm Y tế xã Đại Đồng Thành,21.0753721,106.0573939
Trung tâm Y tế khu vực Cam Lộ,16.8076705,107.0045443
Chưa có tên,17.3024575,106.6619659
Trạm Y tế phường An Bình,21.0463292,106.1154971
Trạm Y tế xã Yên Trung,21.2197638,105.9843686
Trạm Y tế xã Thụy Hòa,21.2088181,106.0181709
Bệnh viện Đa khoa khu vực Quảng Yên (cơ sở 2),21.034621,106.7738613
Bệnh viện Đa khoa Nam Định (khu B),20.4251922,106.1722251
Trung tâm Y tế Hoài Nhơn,14.5573646,109.0475898
Bệnh viện Đa khoa Trần Lãm,20.4344489,106.3494096
Trạm Y tế xã Cảnh Hưng,21.0834221,106.0288244
Trạm Y tế phường Đào Viên,21.11356,106.206368
Bệnh viện Phổi Đồng Tháp,10.4681022,105.709393
Bệnh viện Tâm thần Đồng Tháp,10.4671098,105.7088686
Bệnh viện Đa khoa khu vực Tháp Mười,10.5205501,105.8413855
Trung tâm Y tế khu vực Cao Lãnh 2,10.4386917,105.6996918
Bệnh viện Tâm thần ban ngày Mai Hương,20.9987722,105.8512988
Trạm y tế xã Hoài Đức - Điểm y tế Di Trạch,21.0479052,105.72273
Trung tâm Y tế Phủ Lý,20.5512863,105.9254033
Trung tâm Y tế khu vực Bàu Bàng,11.2578041,106.6096962
Bệnh viện Quân dân y thành phố Cần Thơ,10.085633,105.434759
Trung tâm Y tế khu vực Cái Răng,9.9987336,105.7590495
Trung tâm Y tế khu vực Thới Lai,10.0666929,105.5474487
Bệnh viện 30 tháng 4 tỉnh Sóc Trăng,9.5810349,105.9865142
Bệnh viện chuyên khoa 27 tháng 2 tỉnh Sóc Trăng,9.5793786,105.9764667
Bệnh viện Phổi tỉnh Hậu Giang,9.7690015,105.4495313
Bệnh viện Đa khoa tỉnh Hậu Giang,9.7705534,105.4508957
Chưa có tên,20.9542406,105.9909286
Trung tâm Y tế Rạch Giá,9.9981885,105.0922838
Trung tâm Y tế Hà Tiên,10.3728244,104.491126
Bệnh viện Phổi Kiên Giang,9.9254158,105.1441008
Trung tâm Y tế khu vực Lộc Ninh,11.8520313,106.5906588
Trung tâm Y tế khu vực Hớn Quản,11.5775962,106.6092295
Trung tâm Y tế khu vực Đồng Xoài,11.5355485,106.9109726
Trung tâm Y tế khu vực Chơn Thành,11.4318756,106.6381029
Trung tâm Y tế khu vực Bù Gia Mập,11.9295648,107.0073552
Trung tâm Y tế khu vực Đạ Huoai,11.5012451,107.4817601
Trung tâm Y tế khu vực Lạc Dương,12.0082688,108.4074842
Trung tâm Y tế khu vực Đam Rông,12.071798,108.1501466
Bệnh viện Phục hồi chức năng tỉnh Lâm Đồng,11.9460869,108.4640367
Trung tâm Y tế khu vực Di Linh,11.5695067,108.0713196
Trung tâm Y tế khu vực Đức Trọng,11.7553939,108.3918128
Trung tâm Y tế khu vực Đạ Huoai,11.5807053,107.3559266
Trung tâm Y tế khu vực Đạ Huoai,11.3916902,107.5354162
Trung tâm Y tế khu vực Lâm Hà,11.785496,108.2585883
Trung tâm Y tế khu vực Đơn Dương,11.7572671,108.4843394
Bệnh viện Mắt Quốc tế Việt - Nga Hà Nội,21.0389593,105.7936087
Bệnh Viện Mắt Sài Gòn Cần Thơ,10.0096964,105.7520588
Bệnh viện Đa khoa quốc tế Mặt Trời,21.0641963,105.7905128
Bệnh viện Phục hồi chức năng tỉnh Đắk Lắk,13.1719582,109.2930044
Bệnh viện Da liễu tỉnh Đắk Lắk (cơ sở 2),12.6896647,108.0400509
Bệnh viện Da liễu tỉnh Đắk Lắk,13.0913153,109.292242
Bệnh viện Sản - Nhi tỉnh Đắk Lắk,13.090568,109.3185582
Trạm Y tế xã Hoàn Sơn,21.1090993,105.9951628
Trạm y tế xã Xuân Canh,21.0933898,105.8521612
Phòng khám Đa Khoa Quốc Tế Việt Sing - Bắc Ninh,21.1732812,106.0546936
Trạm Y Tế phường Quế Võ,21.1548648,106.1520219
Trạm y tế xã Ngọc Hồi,20.9071256,105.8305274
Bệnh viện Da liễu Bắc Ninh,21.2085335,106.0509606
Chưa có tên,20.9401779,105.9570972
Sun Group International Hospital,10.0388036,104.0067047
Bệnh viện Châm Cứu Trung Ương,21.0082178,105.8193783
Trung tâm Y tế Khu vực Chợ Lớn (Cơ sở 2),10.7538853,106.6669045
Trạm Y tế xã Chi Lăng,21.0948026,106.1347886
Trạm Y tế xã Minh Đạo,21.0862227,106.059415
Trạm Y tế xã Đông Phong,21.1913643,106.0141909
Trạm Y tế xã Tam Đa,21.2231628,106.0322293
Bệnh viện chuyên khoa Nam học và Hiếm muộn Việt - Bỉ,20.9867893,105.839933
Trạm Y tế xã Phú Lâm,21.1668247,106.0014067
Trạm Y tế xã Hòa Tiến,21.2079992,105.9186393
Trạm Y tế xã Trung Nghĩa,21.1866136,105.9612882
Trạm Y tế xã Yên Phụ,21.2014351,105.9257631
Trạm Y tế xã Đông Thọ,21.1690224,105.9506126
Trạm Y tế phường Hương Mạc,21.1519678,105.9297731
Trạm Y tế phường Đông Ngàn,21.1174859,105.9643629
Trung tâm Y tế phường Đình Bảng,21.1123364,105.9536442
Trạm Y tế xã Văn Môn,21.1676351,105.9300181
Trạm Y tế phường Phù Lương,21.1547238,106.2060455
Chưa có tên,20.7005936,106.7879939
Bệnh viện Công an Thành phố Hồ Chí Minh,10.7516111,106.6605225
Bệnh viện Y học cổ truyền tỉnh Cao Bằng,22.6692349,106.2230817
Trạm Y tế thị trấn Gia Bình,21.0530596,106.1739755
Trạm Y tế thị trấn Thứa,21.0193263,106.2031324
Bệnh viện Việt Nam - Cuba,21.0246213,105.8502197
Trung tâm Y tế thành phố Long Xuyên,10.3745695,105.4406646
Bệnh viện Nguyễn Tri Phương,10.7551268,106.670238
Bệnh viện Đa khoa trung tâm tỉnh Gia Lai,13.7673297,109.225256
Bệnh viện Nhân dân 115,10.7745844,106.6665349
Bệnh viện Đa khoa Kiên Giang,9.9726371,105.0985589
Trung tâm Y tế huyện Bắc Trà My,15.3422616,108.218108
Bệnh viện Phong - Da liễu Trung ương Quỳnh Lập,19.2617532,105.7727254
Bệnh viện Tâm thần Trung ương 1,20.8711493,105.8438433
Bệnh viện 19-8,21.0332206,105.7778031
Bệnh viện Y học cổ truyền Trung ương,21.0161461,105.8482711
Bệnh viện Lão khoa - Phục hồi chức năng tỉnh Quảng Ninh,20.9637297,106.938735
Bệnh viện Bãi Cháy,20.9760072,107.0145611
Hospital VINMEC,12.2126611,109.2107927
